ASV,Kingdom,Phylum,Class,Order,Family,Genus
ASV_2937,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Siphonobacter
ASV_2938,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10
ASV_2939,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_2940,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10
ASV_2941,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Microcoleus SAG 1449-1a
ASV_2942,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Microcoleus SAG 1449-1a
ASV_2943,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_2944,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA
ASV_2945,Bacteria,Sva0485,NA,NA,NA,NA
ASV_2947,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,NA
ASV_2948,Bacteria,Chloroflexi,SL56 marine group,NA,NA,NA
ASV_2949,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella
ASV_295,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Scytonema UTEX 2349
ASV_2950,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella
ASV_2951,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium
ASV_2952,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella
ASV_2953,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,CENA359
ASV_2954,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,NA
ASV_2955,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
ASV_2958,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_2959,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
ASV_296,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Scytonema UTEX 2349
ASV_2960,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_2961,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA
ASV_2962,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriales Incertae Sedis,Microseira Carmichael-Alabama
ASV_2963,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_2964,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella
ASV_2965,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Siphonobacter
ASV_2966,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
ASV_2967,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
ASV_2968,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
ASV_297,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Scytonema UTEX 2349
ASV_2970,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
ASV_2971,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Sva0081 sediment group
ASV_2972,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
ASV_2973,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14
ASV_2974,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
ASV_2975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
ASV_2976,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B
ASV_2977,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Siphonobacter
ASV_2978,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium
ASV_2979,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella
ASV_298,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_2980,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidesmis ANT.LACV5.1
ASV_2981,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
ASV_2982,Bacteria,Nitrospirota,Thermodesulfovibrionia,NA,NA,NA
ASV_2983,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV_2984,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavihumibacter
ASV_2985,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriaceae,NA
ASV_2986,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix
ASV_2987,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sulfuricellaceae,Sulfuricella
ASV_2988,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
ASV_2989,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
ASV_299,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_2990,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_2993,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium
ASV_2994,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_2995,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
ASV_2996,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,NA
ASV_2997,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_2999,Eukaryota,NA,NA,NA,NA,NA
ASV_300,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_3000,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum
ASV_3001,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_3002,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,NA,NA
ASV_3003,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
ASV_3004,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera
ASV_3005,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_3006,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41
ASV_3007,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA
ASV_3008,Bacteria,Firmicutes,NA,NA,NA,NA
ASV_3009,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,NA
ASV_3010,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,DEV008
ASV_3011,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Candidatus Aquirestis
ASV_3012,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_3014,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
ASV_3015,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Calothrix PCC-6303
ASV_3016,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
ASV_3017,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
ASV_3018,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
ASV_3019,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
ASV_302,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera
ASV_3020,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group
ASV_3021,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
ASV_3022,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas
ASV_3023,Eukaryota,NA,NA,NA,NA,NA
ASV_3024,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,Desulfatiglandaceae,Desulfatiglans
ASV_3025,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Runella
ASV_3027,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera
ASV_3028,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Siphonobacter
ASV_3029,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriaceae,NA
ASV_303,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B
ASV_3030,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Fibrisoma
ASV_3031,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV_3032,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Siphonobacter
ASV_3033,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
ASV_3035,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA
ASV_3036,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,OLB12
ASV_3037,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
ASV_3038,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_3039,Bacteria,Acidobacteriota,Acidobacteriae,Paludibaculum,NA,NA
ASV_304,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Candidatus Methylopumilus
ASV_3040,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
ASV_3041,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
ASV_3042,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella
ASV_3043,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Calothrix PCC-6303
ASV_3044,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella
ASV_3045,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_3046,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_3047,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
ASV_3048,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
ASV_305,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
ASV_3051,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Siphonobacter
ASV_3052,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Chamaesiphon PCC-7430
ASV_3053,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera
ASV_3055,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Candidatus Aquirestis
ASV_3056,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
ASV_3057,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,GKS98 freshwater group
ASV_3058,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
ASV_3059,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus
ASV_306,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
ASV_3060,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_3061,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_3062,Bacteria,Nitrospirota,Thermodesulfovibrionia,NA,NA,NA
ASV_3063,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV_3064,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
ASV_3065,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,NA,NA
ASV_3066,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,NA
ASV_3067,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
ASV_3068,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SH3-11
ASV_3069,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_307,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya ANT.L52.2
ASV_3070,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA
ASV_3071,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas
ASV_3072,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella
ASV_3074,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera
ASV_3075,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
ASV_3076,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,NA
ASV_3077,Eukaryota,NA,NA,NA,NA,NA
ASV_3078,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
ASV_3079,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Siphonobacter
ASV_308,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B
ASV_3081,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_3082,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B
ASV_3084,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,NA
ASV_3085,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,NA
ASV_3086,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Cnuella
ASV_3087,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
ASV_3088,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
ASV_3089,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia
ASV_3090,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_3091,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
ASV_3092,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
ASV_3093,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_3095,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_3096,Bacteria,Sva0485,NA,NA,NA,NA
ASV_3097,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,NA
ASV_3098,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_3099,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_3100,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_3101,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_3102,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA
ASV_3103,Bacteria,Firmicutes,NA,NA,NA,NA
ASV_3104,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Scytonema UTEX 2349
ASV_3105,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rubritepida
ASV_3106,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
ASV_3107,Eukaryota,NA,NA,NA,NA,NA
ASV_3108,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_3109,Bacteria,Nitrospirota,Thermodesulfovibrionia,NA,NA,NA
ASV_311,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Scytonema UTEX 2349
ASV_3110,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya ANT.L52.2
ASV_3111,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriales Incertae Sedis,Microseira Carmichael-Alabama
ASV_3112,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera
ASV_3113,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Microcoleus SAG 1449-1a
ASV_3114,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Microcoleus SAG 1449-1a
ASV_3115,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Potamolinea 1PC
ASV_3117,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_3118,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_3119,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,NA
ASV_3120,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella
ASV_3122,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter
ASV_3123,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Potamolinea 1PC
ASV_3124,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
ASV_3125,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
ASV_3126,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,CENA359
ASV_3127,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_3128,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA
ASV_3129,Eukaryota,NA,NA,NA,NA,NA
ASV_313,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B
ASV_3130,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA
ASV_3131,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV_3132,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,Desulfatiglandaceae,Desulfatiglans
ASV_3133,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_3134,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_3135,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila
ASV_3136,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus
ASV_3137,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Siphonobacter
ASV_3138,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_3139,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,GKS98 freshwater group
ASV_3140,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA
ASV_3141,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
ASV_3142,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
ASV_3143,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Potamolinea 1PC
ASV_3144,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA
ASV_3145,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV_3146,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NA,NA
ASV_315,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B
ASV_3150,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera
ASV_3151,Bacteria,Acidobacteriota,Subgroup 18,NA,NA,NA
ASV_3152,Bacteria,Nitrospirota,4/29/01,NA,NA,NA
ASV_3153,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Persicitalea
ASV_3154,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
ASV_3155,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_3156,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_3157,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Candidatus Aquirestis
ASV_3158,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA
ASV_3160,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B
ASV_3161,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium
ASV_3163,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA
ASV_3164,Bacteria,Sva0485,NA,NA,NA,NA
ASV_3165,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,NA
ASV_3166,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Pleurocapsa PCC-7319
ASV_3167,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
ASV_3168,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_3169,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium
ASV_3170,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter
ASV_3171,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
ASV_3172,Bacteria,Nitrospirota,Thermodesulfovibrionia,NA,NA,NA
ASV_3173,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,NA
ASV_3174,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA
ASV_3175,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168
ASV_3176,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
ASV_3177,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium
ASV_3178,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
ASV_3179,Eukaryota,NA,NA,NA,NA,NA
ASV_318,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B
ASV_3180,Eukaryota,NA,NA,NA,NA,NA
ASV_3182,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_3184,Eukaryota,NA,NA,NA,NA,NA
ASV_3186,Bacteria,MBNT15,NA,NA,NA,NA
ASV_3187,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,NA
ASV_3188,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus
ASV_3189,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium
ASV_3190,Eukaryota,NA,NA,NA,NA,NA
ASV_3191,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV_3192,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_3193,Bacteria,Acidobacteriota,Acidobacteriae,Paludibaculum,NA,NA
ASV_3194,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,KI89A clade,NA
ASV_3195,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
ASV_3196,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
ASV_3197,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriales Incertae Sedis,Microseira Carmichael-Alabama
ASV_3198,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium
ASV_3199,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA
ASV_320,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
